order_date,daily_revenue,daily_order_count,revenue_rolling_7d,revenue_rolling_30d,avg_daily_revenue_7d,avg_daily_revenue_30d
2026-04-13,46745.220000000000000000,69,305906.600000000000000000,1248548.250000000000000000,43700.94,41618.28
2026-04-14,41604.140000000000000000,64,305304.930000000000000000,1257922.590000000000000000,43614.99,41930.75
2026-04-15,25647.370000000000000000,56,293032.390000000000000000,1245780.810000000000000000,41861.77,41526.03
2026-04-16,48444.790000000000000000,84,300280.190000000000000000,1256645.510000000000000000,42897.17,41888.18
2026-04-17,35238.040000000000000000,63,291027.400000000000000000,1251051.580000000000000000,41575.34,41701.72
2026-04-18,28523.900000000000000000,53,270309.090000000000000000,1234042.420000000000000000,38615.58,41134.75
2026-04-19,42000.100000000000000000,73,268203.560000000000000000,1237904.010000000000000000,38314.79,41263.47
2026-04-20,44220.960000000000000000,68,265679.300000000000000000,1231915.240000000000000000,37954.19,41063.84
2026-04-21,30453.960000000000000000,55,254529.120000000000000000,1223130.350000000000000000,36361.30,40771.01
2026-04-22,41577.600000000000000000,68,270459.350000000000000000,1220660.510000000000000000,38637.05,40688.68
2026-04-23,38249.000000000000000000,61,260263.560000000000000000,1224234.140000000000000000,37180.51,40807.80
2026-04-24,37724.720000000000000000,69,262750.240000000000000000,1215062.910000000000000000,37535.75,40502.10
2026-04-25,37976.120000000000000000,54,272202.460000000000000000,1209930.310000000000000000,38886.07,40331.01
2026-04-26,55659.060000000000000000,77,285861.420000000000000000,1222680.620000000000000000,40837.35,40756.02
2026-04-27,28253.760000000000000000,51,269894.220000000000000000,1211312.990000000000000000,38556.32,40377.10
2026-04-28,36896.500000000000000000,62,276336.760000000000000000,1204937.600000000000000000,39476.68,40164.59
2026-04-29,37185.660000000000000000,66,271944.820000000000000000,1204351.010000000000000000,38849.26,40145.03
2026-04-30,37109.550000000000000000,72,270805.370000000000000000,1199860.510000000000000000,38686.48,39995.35
2026-05-01,36099.770000000000000000,62,269180.420000000000000000,1192083.480000000000000000,38454.35,39736.12
2026-05-02,43586.590000000000000000,61,274790.890000000000000000,1199087.420000000000000000,39255.84,39969.58
2026-05-03,41014.640000000000000000,63,260146.470000000000000000,1204839.600000000000000000,37163.78,40161.32
2026-05-04,48969.670000000000000000,66,280862.380000000000000000,1213546.910000000000000000,40123.20,40451.56
2026-05-05,32531.200000000000000000,55,276497.080000000000000000,1206048.640000000000000000,39499.58,40201.62
2026-05-06,43747.500000000000000000,61,283058.920000000000000000,1198621.200000000000000000,40436.99,39954.04
2026-05-07,47949.400000000000000000,69,293898.770000000000000000,1204364.790000000000000000,41985.54,40145.49
2026-05-08,36299.400000000000000000,64,294098.400000000000000000,1202744.280000000000000000,42014.06,40091.48
2026-05-09,51528.530000000000000000,73,302040.340000000000000000,1213075.820000000000000000,43148.62,40435.86
2026-05-10,37985.560000000000000000,61,299011.260000000000000000,1206570.550000000000000000,42715.89,40219.02
2026-05-11,41727.280000000000000000,75,291768.870000000000000000,1199055.620000000000000000,41681.27,39968.52
2026-05-12,39181.190000000000000000,63,298418.860000000000000000,1194131.180000000000000000,42631.27,39804.37
2026-05-13,43304.090000000000000000,75,297975.450000000000000000,1190690.050000000000000000,42567.92,39689.67
2026-05-14,49679.130000000000000000,74,299705.180000000000000000,1198765.040000000000000000,42815.03,39958.83
2026-05-15,35882.610000000000000000,59,299288.390000000000000000,1209000.280000000000000000,42755.48,40300.01
2026-05-16,45051.840000000000000000,72,292811.700000000000000000,1205607.330000000000000000,41830.24,40186.91
2026-05-17,40541.520000000000000000,68,295367.660000000000000000,1210910.810000000000000000,42195.38,40363.69
2026-05-18,41704.480000000000000000,62,295344.860000000000000000,1224091.390000000000000000,42192.12,40803.05
2026-05-19,42031.040000000000000000,66,298194.710000000000000000,1224122.330000000000000000,42599.24,40804.08
2026-05-20,55837.370000000000000000,90,310727.990000000000000000,1235738.740000000000000000,44389.71,41191.29
2026-05-21,51333.730000000000000000,74,312382.590000000000000000,1256618.510000000000000000,44626.08,41887.28
2026-05-22,48253.390000000000000000,85,324753.370000000000000000,1263294.300000000000000000,46393.34,42109.81
2026-05-23,41782.640000000000000000,71,321484.170000000000000000,1266827.940000000000000000,45926.31,42227.60
2026-05-24,40605.470000000000000000,62,321548.120000000000000000,1269708.690000000000000000,45935.45,42323.62
2026-05-25,38684.260000000000000000,51,318527.900000000000000000,1270416.830000000000000000,45503.99,42347.23
2026-05-26,41413.720000000000000000,67,317910.580000000000000000,1256171.490000000000000000,45415.80,41872.38
2026-05-27,33569.770000000000000000,61,295642.980000000000000000,1261487.500000000000000000,42234.71,42049.58
2026-05-28,50164.060000000000000000,82,294473.310000000000000000,1274755.060000000000000000,42067.62,42491.84
2026-05-29,40937.190000000000000000,61,287157.110000000000000000,1278506.590000000000000000,41022.44,42616.89
2026-05-30,37772.710000000000000000,59,283147.180000000000000000,1279169.750000000000000000,40449.60,42638.99
2026-05-31,44390.100000000000000000,64,286931.810000000000000000,1287460.080000000000000000,40990.26,42915.34
2026-06-01,35559.660000000000000000,58,283807.210000000000000000,1279433.150000000000000000,40543.89,42647.77
2026-06-02,32957.890000000000000000,61,275351.380000000000000000,1271376.400000000000000000,39335.91,42379.21
2026-06-03,36072.270000000000000000,62,277853.880000000000000000,1258479.000000000000000000,39693.41,41949.30
2026-06-04,43668.190000000000000000,71,271358.010000000000000000,1269615.990000000000000000,38765.43,42320.53
2026-06-05,35537.150000000000000000,63,265957.970000000000000000,1261405.640000000000000000,37994.00,42046.85
2026-06-06,45898.680000000000000000,73,274083.940000000000000000,1259354.920000000000000000,39154.85,41978.50
2026-06-07,43358.530000000000000000,60,273052.370000000000000000,1266414.050000000000000000,39007.48,42213.80
2026-06-08,39572.060000000000000000,56,277064.770000000000000000,1254457.580000000000000000,39580.68,41815.25
2026-06-09,40881.580000000000000000,55,284988.460000000000000000,1257353.600000000000000000,40712.64,41911.79
2026-06-10,39226.680000000000000000,61,288142.870000000000000000,1254853.000000000000000000,41163.27,41828.43
2026-06-11,40158.820000000000000000,67,284633.500000000000000000,1255830.630000000000000000,40661.93,41861.02
2026-06-12,35458.410000000000000000,57,284554.760000000000000000,1247984.950000000000000000,40650.68,41599.50
2026-06-13,32196.290000000000000000,50,270852.370000000000000000,1230502.110000000000000000,38693.20,41016.74
2026-06-14,37492.910000000000000000,66,264986.750000000000000000,1232112.410000000000000000,37855.25,41070.41
2026-06-15,44799.820000000000000000,72,270214.510000000000000000,1231860.390000000000000000,38602.07,41062.01
2026-06-16,43996.090000000000000000,70,273329.020000000000000000,1235314.960000000000000000,39047.00,41177.17
2026-06-17,45045.130000000000000000,73,279147.470000000000000000,1238655.610000000000000000,39878.21,41288.52
2026-06-18,40055.870000000000000000,69,279044.520000000000000000,1236680.440000000000000000,39863.50,41222.68
2026-06-19,44033.030000000000000000,61,287619.140000000000000000,1224876.100000000000000000,41088.45,40829.20
2026-06-20,56838.310000000000000000,78,312261.160000000000000000,1230380.680000000000000000,44608.74,41012.69
2026-06-21,30997.840000000000000000,57,305766.090000000000000000,1213125.130000000000000000,43680.87,40437.50
2026-06-22,40121.560000000000000000,61,301087.830000000000000000,1211464.050000000000000000,43012.55,40382.14
2026-06-23,44738.260000000000000000,75,301830.000000000000000000,1215596.840000000000000000,43118.57,40519.89
2026-06-24,33449.210000000000000000,58,290234.080000000000000000,1210361.790000000000000000,41462.01,40345.39
2026-06-25,39929.160000000000000000,66,290107.370000000000000000,1208877.230000000000000000,41443.91,40295.91
2026-06-26,42742.360000000000000000,67,288816.700000000000000000,1218049.820000000000000000,41259.53,40601.66
2026-06-27,32460.030000000000000000,66,264438.420000000000000000,1200345.790000000000000000,37776.92,40011.53
2026-06-28,38943.460000000000000000,64,272384.040000000000000000,1198352.060000000000000000,38912.01,39945.07
2026-06-29,34716.250000000000000000,63,266978.730000000000000000,1195295.600000000000000000,38139.82,39843.19
2026-06-30,42696.210000000000000000,68,264936.680000000000000000,1193601.710000000000000000,37848.10,39786.72
